docket_number,date_argued,justice,sentiment_score_afinn,sentiment_score_sentimentr,questions,interruptions,words_spoken,top_word,unigrams,most_positive_sentence,most_negative_sentence,caseName,petitioner_wins,justice_in_majority,voted_for_petitioner
18-1023,2019-12-10T00:00:00Z,JUSTICE KAGAN,-0.25,0.175566609657502,5,1,87,pay,limits clement pay language sufficient matter program entitlement grant pay government rely extent judgment fund words live world,Are there any --,"Is -- is it just ""shall pay"" does it?",MAINE COMMUNITY HEALTH OPTIONS v. UNITED STATES,TRUE,TRUE,TRUE
18-1023,2019-12-10T00:00:00Z,JUSTICE GORSUCH,,,,,,,,,,MAINE COMMUNITY HEALTH OPTIONS v. UNITED STATES,TRUE,TRUE,TRUE
18-1023,2019-12-10T00:00:00Z,JUSTICE KAVANAUGH,,,,,,,,,,MAINE COMMUNITY HEALTH OPTIONS v. UNITED STATES,TRUE,TRUE,TRUE
18-1023,2019-12-10T00:00:00Z,JUSTICE GINSBURG,-3,0.433080796726578,0,1,60,action,clement relying call implied damages action based 1342 court reluctant imply action insisted congress providing action action complaint based action provided congress,"Mr. Clement, you are relying on what you call an implied damages action based on 1342, but this Court has been reluctant to imply any right of action, has insisted on Congress providing the right of action.","And, here, the right of action -- your -- your -- your complaint is not based on any right of action provided by Congress.",MAINE COMMUNITY HEALTH OPTIONS v. UNITED STATES,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,CHIEF JUSTICE ROBERTS,0.5,0.168724408258583,2,3,346,arbitration,dvoretzky agreement arbitrate hacker hire hacker compelled arbitrate quality signatory arbitration agreement arbitrate disputes bound arbitrate central propositions arbitration precedents arbitration based agreement agreed arbitration forced arbitration dispute court fairly basic proposition law send enforce arbitration sign agreement parent company subsidiary subcontractors subcontractor arbitrate send adopt radical proposition send eleventh circuit precedents arbitration fine suggest view laughter ellis question hacker,(Laughter.),"And here somebody who did -- never agreed to arbitration is being forced into arbitration, even though he has a clear right to take his dispute to court.",GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE BREYER,1.28571428571429,0.136881335793893,4,1,281,arbitration,started broadly suddenly worried people seller agrees arbitration agree agree narrow seller agreed signed party arbitration word seller opponent includes subcontractors contract subcontractor listed involuntary agree contract including arbitration benefit johnson party beneficiary including arbitration question johnson bring sign signed decide narrow ground leading lower court questions true true party beneficiary person listed seller's limit bring arbitration established legal doctrines straightforward send,And --,I didn't agree to that or did I?,GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE ALITO,2,0.426851597009585,3,1,114,law,law jurisdiction law chosen permits arbitration consent whatsoever guess convention relevant law jurisdiction enforce arbitration agreement strictly signatories agreement encompass parties sufficient close connection equitably estopped,"Well, what if the --","I guess you'd have to say that that's -- that's okay, right?",GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE SOTOMAYOR,1.5,0.297460551575132,2,5,328,agreement,excuse reach result read article odd noted noted signed written agreement respecting consent minimum requirement reading article common ground common ground limiting principle established oral agreement respect essence consent whatsoever signed arbitration agreement manufacturer equitable principles sue sued assuming common ground basis contracting pick parties limiting principle limiting principle equitable estoppel single type equitable estoppel easy win matter theory equitable estoppel seller defined contract include suppliers include ge fairly straightforward afield contracting reading article contrary strict requirements written agreement parties play joints respect parties domestic law inform,"That's odd, indeed, because as Justice -- as the Chief Justice noted and Justice Kagan noted, it seems always that a signed written agreement respecting consent is a minimum requirement.",One is to read Article,GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE KAGAN,-0.714285714285714,0.222976152296435,6,4,404,arbitration,united entered convention implemented convention faa congress understand arbitration voluntary arbitration question guess alito's odd congress passed implementing legislation view contracting compel arbitration consent whatsoever dvoretzky question article ii specifically sentence sentence court contracting skip words request parties refer parties arbitration understanding term parties sentences article ii assume understanding parties agreement parties agreement requesting arbitration court refer arbitration raises question party talking alter ego successor person counts party signatory limit imposed language parties read sentences dvoretzky federal courts jurisdiction federal questions statute permits courts exercise jurisdiction questions prove laughter shareholders appoint directors board shareholders appoint 20 directors board means circumstances guess brings question started relevant context viewing convention assumption united congress passed,Right.,"If I say federal courts shall have jurisdiction over federal questions, would this statute also permits those courts to exercise jurisdiction over state questions?",GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE GORSUCH,-1,0.233551270715266,2,3,170,equitable,rabbit hole equitable estoppel applies proceeded mistaken assumption question equitable estoppel recognized viable theory federal arbitration act question convention precludes federal arbitration act succeed mistaken exists prejudging exists understand countries views equitable estoppel kinds signatory strict consent arbitrations disagreement countries read convention respect creates floor ceiling,Counsel --,Am I -- but I -- am I mistaken?,GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE KAVANAUGH,,,,,,,,,,GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1048,2020-01-21T00:00:00Z,JUSTICE GINSBURG,-1.2,0.0969868170495124,4,5,317,estoppel,understand respondent equitably estopped oral level removed basic ground makes doctrine equitable estoppel time contract subcontractors picked question raised privity people doctrine equitable estoppel told treaty partners recognize suggesting recognize equitable estoppel treaty partners yield divergent results real enforcement country recognize equitable estoppel hesitate enforce award based theory distinguish successors assignors privity people equitable estoppel universally embraced treaty partners latin phrase akin traditional estoppel opposed equitable estoppel time runs answer specifically public citizens cite called todd steamship mutual underwriting association u.s worker injured employer louisiana sued insolvent insurer's employer's insurer louisiana's direct action statute required arbitrate personal injury claim arbitration panel london sounds real horrible result position pressing,-- back to -- to a question Justice Kagan raised?,"They say a U.S. worker who was injured by his employer in Louisiana sued that insolvent insurer's -- employer's insurer under Louisiana's Direct Action Statute, and was required to arbitrate his personal injury claim before an arbitration panel in London.",GE ENERGY POWER CONVERSION FRANCE SAS v. OUTOKUMPU STAINLESS USA LLC,TRUE,TRUE,TRUE
18-1059,2020-01-14T00:00:00Z,CHIEF JUSTICE ROBERTS,0.333333333333333,0.188548678204587,1,2,99,hard,hard hard line draw rerouting traffic commercial benefit individual violation development building hotel fort lee traffic redirected directed whichever increase business hotel levy feigin,"Thank you, counsel.",Mr. Levy.,KELLY v. UNITED STATES,TRUE,TRUE,TRUE
18-1059,2020-01-14T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,KELLY v. UNITED STATES,TRUE,TRUE,TRUE
18-1059,2020-01-14T00:00:00Z,JUSTICE BREYER,,,,,,,,,,KELLY v. UNITED STATES,TRUE,TRUE,TRUE
18-1059,2020-01-14T00:00:00Z,JUSTICE ALITO,-1.88888888888889,0.184190961161028,9,6,298,property,interpreting statute fits language statute property money property money lost fit language mail fraud statute wire fraud statute loss money cleveland fit statute property obtained simply wasted gloss word defraud understand distinction regulatory decision deprivation property regulation regulatory decision loss property regulatory decision loss property difficult distinction explain time fits write opinion write favor explain result language statute arrangement york representative executive director jersey representative deputy bi agency jersey agree arrangement representative seat nominally nominally brother river reason jury finding baroni's authority,Right.,So how does this fit into the language of the mail fraud statute -- the wire fraud statute?,KELLY v. UNITED STATES,TRUE,TRUE,TRUE
